ANGLE, -0.37, -0.62, -0.23, -0.09, -0.21
ANGLE, -0.37, -0.59, -0.21, -0.06, -0.33
ANGLE, -0.36, -0.57, -0.21, -0.15, -0.30
ANGLE, -0.36, -0.55, -0.19, -0.08, -0.38
ANGLE, -0.38, -0.53, -0.18, -0.03, -0.54
ANGLE, -0.36, -0.51, -0.18, -0.17, -0.17
ANGLE, -0.36, -0.50, -0.15, 0.05, -0.42
ANGLE, -0.36, -0.48, -0.14, -0.03, -0.38
ANGLE, -0.38, -0.47, -0.12, 0.05, -0.54
ANGLE, -0.36, -0.46, -0.12, -0.14, -0.17
ANGLE, -0.34, -0.45, -0.12, -0.11, -0.13
ANGLE, -0.35, -0.44, -0.12, -0.09, -0.42
ANGLE, -0.33, -0.43, -0.13, -0.20, -0.17
ANGLE, -0.31, -0.42, -0.13, -0.14, -0.17
ANGLE, -0.31, -0.41, -0.12, -0.05, -0.29
ANGLE, -0.32, -0.40, -0.10, 0.05, -0.42
ANGLE, -0.31, -0.39, -0.10, -0.09, -0.17
ANGLE, -0.30, -0.38, -0.09, 0.02, -0.21
ANGLE, -0.28, -0.37, -0.09, -0.05, -0.12
ANGLE, -0.28, -0.36, -0.08, 0.00, -0.29
ANGLE, -0.26, -0.35, -0.08, -0.08, -0.04
ANGLE, -0.25, -0.34, -0.08, -0.09, -0.17
ANGLE, -0.24, -0.33, -0.08, -0.11, -0.13
ANGLE, -0.22, -0.32, -0.07, 0.00, -0.08
ANGLE, -0.22, -0.31, -0.07, -0.03, -0.21
ANGLE, -0.23, -0.30, -0.05, 0.12, -0.37
ANGLE, -0.26, -0.30, -0.06, -0.12, -0.50
ANGLE, -0.28, -0.30, -0.05, -0.03, -0.46
ANGLE, -0.28, -0.29, -0.04, 0.06, -0.29
ANGLE, -0.30, -0.29, -0.04, -0.05, -0.42
ANGLE, -0.29, -0.29, -0.05, -0.06, -0.21
ANGLE, -0.30, -0.29, -0.05, -0.09, -0.46
ANGLE, -0.29, -0.29, -0.04, 0.02, -0.21
ANGLE, -0.30, -0.30, -0.03, 0.14, -0.38
ANGLE, -0.31, -0.30, -0.03, -0.12, -0.37
ANGLE, -0.32, -0.30, -0.05, -0.17, -0.46
ANGLE, -0.33, -0.30, -0.03, 0.14, -0.38
ANGLE, -0.34, -0.31, -0.03, -0.05, -0.46
ANGLE, -0.33, -0.31, -0.03, -0.03, -0.25
ANGLE, -0.33, -0.31, -0.01, 0.14, -0.34
ANGLE, -0.32, -0.31, -0.00, 0.12, -0.17
ANGLE, -0.30, -0.31, -0.01, -0.06, -0.17
ANGLE, -0.31, -0.31, -0.02, -0.11, -0.33
ANGLE, -0.30, -0.31, -0.01, 0.05, -0.21
ANGLE, -0.31, -0.31, -0.01, -0.05, -0.42
ANGLE, -0.29, -0.31, -0.02, -0.11, -0.13
ANGLE, -0.54, -0.33, 0.25, 2.67, -2.07
ANGLE, -0.56, -0.35, 0.34, 1.21, -0.76
ANGLE, -0.48, -0.37, 0.37, 0.67, 0.20
ANGLE, -0.68, -0.40, 0.68, 3.46, -2.79
ANGLE, -0.58, -0.42, 1.28, 6.64, 0.42
ANGLE, -0.22, -0.40, 1.26, 1.08, 3.04
ANGLE, 0.17, -0.34, 0.86, -2.76, 3.52
ANGLE, 0.17, -0.29, 0.89, 1.14, 0.16
ANGLE, 0.16, -0.24, 0.41, -3.92, 0.14
ANGLE, 0.16, -0.20, 0.14, -2.27, 0.18
ANGLE, 0.17, -0.17, 0.45, 3.28, 0.18
ANGLE, 0.18, -0.13, 0.25, -1.54, 0.40
ANGLE, 0.18, -0.10, 0.11, -1.22, 0.19
ANGLE, -0.88, -0.18, 0.65, 5.57, -11.33
ANGLE, -0.87, -0.25, 0.36, -2.29, -0.80
ANGLE, -0.47, -0.27, 0.11, -2.08, 3.06
ANGLE, 0.50, -0.19, 0.19, 0.90, 9.93
ANGLE, 0.49, -0.13, 0.25, 0.72, 0.42
ANGLE, 0.47, -0.07, 0.33, 1.11, 0.30
ANGLE, 0.47, -0.01, 0.15, -1.46, 0.46
ANGLE, 0.15, 0.00, 0.10, -0.38, -2.74
ANGLE, -0.36, -0.03, 0.21, 1.19, -5.04
ANGLE, -1.04, -0.13, 0.26, 0.73, -6.98
ANGLE, -1.60, -0.28, 0.23, 0.00, -6.41
ANGLE, -1.72, -0.42, 0.25, 0.43, -2.87
ANGLE, -1.27, -0.51, 0.39, 1.57, 2.68
ANGLE, -1.45, -0.60, 0.33, -0.14, -2.97
ANGLE, -1.77, -0.72, 0.34, 0.41, -4.58
ANGLE, -1.59, -0.81, 0.17, -1.34, -0.08
ANGLE, -1.47, -0.87, 0.15, -0.06, -0.30
ANGLE, -1.49, -0.93, 0.14, 0.05, -1.73
ANGLE, -1.57, -1.00, 0.05, -0.79, -2.22
ANGLE, -1.47, -1.04, 0.07, 0.29, -0.63
ANGLE, -1.39, -1.08, 0.07, 0.09, -0.70
ANGLE, -1.58, -1.13, 0.45, 3.88, -3.26
ANGLE, -1.45, -1.16, 0.38, -0.31, -0.33
ANGLE, -1.45, -1.19, 0.37, 0.35, -1.44
ANGLE, -1.42, -1.21, 0.40, 0.60, -1.17
ANGLE, -1.48, -1.24, 0.34, -0.20, -2.00
ANGLE, -1.42, -1.26, 0.30, -0.08, -0.87
ANGLE, -1.77, -1.31, 0.45, 1.85, -5.43
ANGLE, -3.35, -1.51, 0.57, 1.68, -3.97
ANGLE, -2.56, -1.62, 0.37, -1.50, 2.36
ANGLE, -2.02, -1.66, 0.19, -1.36, 3.21
ANGLE, -4.07, -1.90, 0.30, 1.24, -5.59
ANGLE, -5.06, -2.22, 0.38, 1.07, -3.81
ANGLE, -2.90, -2.28, 0.56, 2.23, -3.50
ANGLE, -4.07, -2.46, 0.75, 2.44, -5.98
ANGLE, -6.20, -2.84, 0.78, 1.02, -6.32
ANGLE, -6.04, -3.16, 0.55, -1.50, -4.40
ANGLE, -7.36, -3.58, 0.40, -0.98, -9.49
ANGLE, -3.58, -3.58, 0.19, -1.63, -9.09
ANGLE, -8.17, -4.04, 0.25, 0.79, 1.78
ANGLE, -8.21, -4.45, 0.44, 2.15, -6.40
ANGLE, -6.33, -4.64, 0.36, -0.37, -8.23
ANGLE, -6.53, -4.83, 0.21, -1.14, -7.75
ANGLE, -8.02, -5.15, 0.09, -1.02, -7.87
ANGLE, -8.49, -5.48, -0.24, -3.22, -14.23
ANGLE, -7.81, -5.72, 0.16, 3.75, -3.50
ANGLE, -8.77, -6.02, -0.01, -1.56, -15.14
ANGLE, -6.02, -6.02, 0.17, 1.85, -37.80
ANGLE, -6.02, -6.02, 0.33, 1.79, -0.29
ANGLE, -10.58, -6.48, 0.42, 1.25, -6.76
ANGLE, -10.32, -6.86, 0.18, -2.03, -8.21
ANGLE, -8.56, -7.03, 0.03, -1.27, 4.07
ANGLE, -9.06, -7.24, -0.19, -2.21, -7.87
ANGLE, -7.39, -7.25, -0.47, -3.04, 6.08
ANGLE, -4.33, -6.96, -0.18, 2.46, -3.68
ANGLE, -4.29, -6.69, 0.04, 2.08, -3.84
ANGLE, -3.20, -6.34, 0.31, 2.75, 8.36
ANGLE, -3.83, -6.09, 0.16, -1.19, -9.20
ANGLE, -4.95, -5.98, 0.13, -0.18, -3.74
ANGLE, -3.78, -5.76, 0.42, 3.01, 5.14
ANGLE, -3.99, -5.58, 0.18, -2.00, -5.86
ANGLE, -5.04, -5.53, 0.23, 0.70, -8.80
ANGLE, -5.07, -5.48, -0.07, -2.79, -5.46
ANGLE, -2.74, -5.21, -0.25, -1.86, -2.46
ANGLE, -1.16, -4.80, 0.04, 2.64, -0.99
ANGLE, -0.46, -4.37, -0.20, -2.37, 5.13
ANGLE, -0.45, -3.98, -0.20, -0.17, -0.39
ANGLE, -1.16, -3.69, 0.21, 3.94, -8.20
ANGLE, 0.52, -3.27, 0.04, -1.53, 1.05
ANGLE, 0.76, -2.87, 0.33, 2.96, 2.22
ANGLE, 0.73, -2.51, 0.15, -1.48, 0.54
ANGLE, 0.06, -2.25, -0.06, -1.98, -8.56
ANGLE, 0.06, -2.02, 0.00, 0.60, 0.05
ANGLE, 0.06, -1.81, 0.01, 0.09, 0.10
ANGLE, -0.41, -1.67, 0.17, 1.60, -5.32
ANGLE, -1.13, -1.62, -0.02, -1.69, -6.38
ANGLE, -3.30, -1.79, -0.04, -0.21, -2.26
ANGLE, -1.79, -1.79, -0.06, -0.31, -18.58
ANGLE, -1.79, -1.79, -0.10, -0.46, -9.32
ANGLE, -8.21, -2.43, -0.03, 0.64, -23.56
ANGLE, -10.50, -3.24, 0.23, 2.50, -20.22
ANGLE, -11.67, -4.08, 0.30, 0.96, 4.13
ANGLE, -12.32, -4.90, 0.23, -0.38, -5.92
ANGLE, -11.91, -5.60, 0.14, -0.69, -7.40
