ANGLE, -1.09, -0.77, 4.53, -0.09, -0.08
ANGLE, -1.00, -0.79, 4.07, -0.11, -0.13
ANGLE, -0.92, -0.80, 3.66, 0.02, -0.17
ANGLE, -0.87, -0.81, 3.28, -0.15, -0.34
ANGLE, -0.81, -0.81, 2.96, 0.09, -0.33
ANGLE, -0.75, -0.80, 2.67, 0.06, -0.13
ANGLE, -0.70, -0.79, 2.40, 0.00, -0.21
ANGLE, -0.64, -0.78, 2.15, -0.18, -0.17
ANGLE, -0.59, -0.76, 1.93, -0.02, -0.13
ANGLE, -0.58, -0.74, 1.74, -0.02, -0.50
ANGLE, -0.55, -0.72, 1.57, 0.09, -0.21
ANGLE, -0.51, -0.70, 1.42, 0.02, -0.17
ANGLE, -0.48, -0.68, 1.27, -0.06, -0.21
ANGLE, -0.45, -0.66, 1.13, -0.12, -0.17
ANGLE, -0.43, -0.63, 1.01, -0.08, -0.21
ANGLE, -0.43, -0.61, 0.90, -0.05, -0.50
ANGLE, -0.40, -0.59, 0.80, -0.08, -0.13
ANGLE, -0.38, -0.57, 0.70, -0.29, -0.13
ANGLE, -0.34, -0.55, 0.64, 0.12, -0.04
ANGLE, -0.31, -0.52, 0.56, -0.14, 0.00
ANGLE, -0.29, -0.50, 0.49, -0.11, -0.08
ANGLE, -0.28, -0.48, 0.43, -0.17, -0.21
ANGLE, -0.28, -0.46, 0.38, -0.03, -0.33
ANGLE, -0.26, -0.44, 0.35, 0.09, 0.00
ANGLE, -0.25, -0.42, 0.33, 0.09, -0.17
ANGLE, -0.23, -0.40, 0.29, -0.06, -0.08
ANGLE, -0.23, -0.38, 0.25, -0.05, -0.25
ANGLE, -0.23, -0.37, 0.22, -0.14, -0.25
ANGLE, -0.22, -0.35, 0.22, 0.21, -0.04
ANGLE, -0.22, -0.34, 0.20, 0.11, -0.25
ANGLE, -0.21, -0.33, 0.18, 0.00, -0.13
ANGLE, -0.25, -0.32, 0.16, -0.05, -0.62
ANGLE, -0.25, -0.31, 0.14, -0.03, -0.25
ANGLE, -0.25, -0.31, 0.14, 0.15, -0.25
ANGLE, -0.23, -0.30, 0.13, 0.02, -0.08
ANGLE, -0.26, -0.30, 0.17, 0.50, -0.50
ANGLE, -0.23, -0.29, 0.14, -0.11, 0.04
ANGLE, -0.24, -0.28, 0.13, 0.00, -0.33
ANGLE, -0.19, -0.27, 0.10, -0.15, 0.21
ANGLE, -0.22, -0.27, 0.09, -0.03, -0.46
ANGLE, -0.22, -0.26, 0.07, -0.08, -0.17
ANGLE, -0.21, -0.26, 0.07, 0.11, -0.12
ANGLE, -0.22, -0.25, 0.08, 0.12, -0.29
ANGLE, -0.22, -0.25, 0.07, -0.03, -0.25
ANGLE, -0.22, -0.25, 0.06, 0.00, -0.21
ANGLE, -0.21, -0.24, 0.06, 0.09, -0.12
ANGLE, -0.22, -0.24, 0.06, 0.00, -0.29
ANGLE, -0.23, -0.24, 0.05, 0.00, -0.38
ANGLE, -0.23, -0.24, 0.04, -0.06, -0.21
ANGLE, -0.21, -0.24, 0.04, 0.08, -0.04
ANGLE, -0.22, -0.23, 1.05, 10.15, -0.28
ANGLE, -0.12, -0.22, 0.82, -1.33, 0.77
ANGLE, -0.32, -0.23, 0.89, 1.51, -2.00
ANGLE, -0.38, -0.25, 0.78, -0.15, -0.85
ANGLE, -0.43, -0.27, 1.09, 3.85, -0.88
ANGLE, 0.04, -0.23, 1.81, 8.33, 4.05
ANGLE, 0.46, -0.17, 1.57, -0.56, 3.71
ANGLE, -0.03, -0.15, 1.19, -2.32, -4.70
ANGLE, -0.04, -0.14, 5.17, 41.03, -0.05
ANGLE, -0.48, -0.17, 5.17, 5.22, -3.70
ANGLE, 0.33, -0.12, 3.73, -9.23, 7.70
ANGLE, 0.40, -0.07, 3.56, 1.95, 0.32
ANGLE, 0.39, -0.03, 3.00, -2.01, 0.29
ANGLE, 0.27, 0.00, 2.22, -4.78, -0.58
ANGLE, 0.27, 0.03, 2.43, 4.35, 0.25
ANGLE, -0.76, -0.05, 2.08, -1.08, -8.28
ANGLE, -1.40, -0.18, 1.44, -4.36, -6.62
ANGLE, -0.90, -0.26, 1.50, 2.11, 3.21
ANGLE, -0.83, -0.31, 1.38, 0.21, -0.28
ANGLE, -1.22, -0.40, 1.06, -1.74, -4.50
ANGLE, -1.81, -0.55, 0.89, -0.69, -6.81
ANGLE, -2.05, -0.70, 0.50, -3.04, -4.16
ANGLE, -2.43, -0.87, 0.20, -2.46, -5.98
ANGLE, -2.17, -1.00, 0.47, 2.91, -0.04
ANGLE, -1.84, -1.08, 0.57, 1.46, 0.87
ANGLE, -2.04, -1.18, 0.53, 0.11, -3.70
ANGLE, -1.91, -1.25, 0.39, -0.85, -0.76
ANGLE, -1.76, -1.30, 0.33, -0.21, -0.54
ANGLE, -1.88, -1.36, 0.29, -0.09, -2.83
ANGLE, -2.03, -1.43, 0.28, 0.18, -3.36
ANGLE, -1.93, -1.48, 0.25, 0.05, -1.11
ANGLE, -2.12, -1.54, 0.62, 3.89, -3.76
ANGLE, -1.60, -1.55, 0.54, -0.11, 2.95
ANGLE, -1.54, -1.55, 0.50, 0.15, -1.00
ANGLE, -1.86, -1.58, 0.53, 0.73, -4.66
ANGLE, -1.70, -1.59, 0.47, 0.00, -0.30
ANGLE, -1.64, -1.59, 0.49, 0.63, -1.06
ANGLE, -1.64, -1.60, 0.54, 0.98, -1.63
ANGLE, -1.53, -1.59, 0.45, -0.34, -0.62
ANGLE, -1.42, -1.57, 0.32, -0.85, -0.38
ANGLE, -1.60, -1.58, 0.25, -0.37, -3.25
ANGLE, -1.57, -1.58, 0.23, 0.06, -1.27
ANGLE, -1.53, -1.57, 0.09, -1.22, -1.16
ANGLE, -0.33, -1.45, -0.14, -2.20, -0.34
ANGLE, -0.35, -1.34, -0.25, -1.27, -0.55
ANGLE, -0.37, -1.24, 0.22, 4.52, -0.85
ANGLE, -0.37, -1.15, 0.18, -0.21, -0.39
ANGLE, -0.33, -1.07, 0.23, 0.64, -0.15
ANGLE, -1.24, -1.09, 0.07, -1.30, -13.19
ANGLE, -2.37, -1.22, -0.03, -0.98, -2.04
ANGLE, -1.86, -1.28, -0.07, -0.41, 4.67
ANGLE, -2.46, -1.40, 0.03, 0.90, -7.23
ANGLE, -1.53, -1.41, 0.32, 2.91, 4.08
ANGLE, -1.11, -1.38, 0.05, -2.32, 3.63
ANGLE, -2.67, -1.51, -0.00, -0.50, -3.47
ANGLE, -1.38, -1.50, -0.08, -0.76, 7.25
ANGLE, -1.45, -1.49, -0.08, -0.12, -1.96
ANGLE, -3.56, -1.70, -0.09, -0.11, -4.69
ANGLE, -2.12, -1.74, 0.02, 0.98, -3.41
